"title","metatags","rating_score","rating_audience","reviews","total_seasons","total_episodes","total_duration (minutes)","episodes_duration_average (minutes)","audio","subtitles","audio.Español (España)","audio.Español (América Latina)","audio.English","audio.English (India)","audio.Français","audio.Português (Brasil)","audio.Italiano","audio.Deutsch","audio.Japonés","audio.Русский","audio.العربية","audio.हिंदी","subtitles.Español (España)","subtitles.Español (América Latina)","subtitles.English","subtitles.Français","subtitles.Português (Portugal)","subtitles.Português (Brasil)","subtitles.Italiano","subtitles.Deutsch","subtitles.Русский","subtitles.العربية","subtitles.हिंदी","genres","editor","link","description"
"Kaina of the Great Snow Sea","Subtitulado","4.6",903,2,1,3,66,22,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Fantasia"",""Ciencia Ficción""]","Fuji Creative Corporation","https://www.crunchyroll.com/es-es/series/G79H23XVZ/kaina-of-the-great-snow-sea","En otro mundo, un enorme y creciente mar de nieve ha engullido la superficie del planeta. Las personas sobreviven como pueden, arremolinándose en torno a las raices de unos enormes árboles cuyas ramas se extienden por el Velo Celestial que hay muy alto sobre el suelo. Pero los cambios comienzan a sucederse en el mundo cuando Kaina, un joven del Velo Celestial, conoce a una chica de la superficie llamada Ririha."
"Bungo and Alchemist Gears of Judgement","Sub | Dob","4.1",246,0,1,13,299,23,"[""Japonés"",""English""]","[""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)"",""Русский""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Fantasia""]","TV TOKYO","https://www.crunchyroll.com/es-es/series/GXJHM377D/bungo-and-alchemist--gears-of-judgement-","Famosas y hermosas figuras históricas de la literatura deben usar sus habilidades para salvar libros contaminados por algunas fuerzas verdaderamente malvadas."
"Death March to the Parallel World Rhapsody","Sub | Dob","4.5",12000,12,0,0,0,0,"[""Japonés"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","true","true","-","true","true","-","true","true","-","-","-","-","true","true","true","-","true","-","true","-","-","-","[""Aventura"",""Fantasia""]","Avex","https://www.crunchyroll.com/es-es/series/G6K50XJ7Y/death-march-to-the-parallel-world-rhapsody","Ichiro Suzuki, conocido como ""Satou"", es un programador en plena marcha fúnebre. Cuando un día se despierta después de lo que supuestamente iba a ser una siesta normal, se encuentra en otro mundo... Lo que ve ante él parece la pantalla del menú del juego en el que estaba trabajando antes de dormirse, y es un novato de nivel 1. Por suerte tiene acceso a la nueva función de ""mostrar todo el mapa"" que acababa de implementar para ayudar a los novatos y tres usos de la magia ""Lluvia de meteoritos"", la cual puede acabar con todos los enemigos de un mapa completo."
"Working Buddies!","Subtitulado","4.2",101,0,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia""]","Tokyo MX","https://www.crunchyroll.com/es-es/series/GR5V74P3R/working-buddies","Tapio Chatorazawa es un feliz gato atigrado, mientras que Kuehiko Roshihara es un pesimista ruso azul. Ambos son compañeros de estudios en la universidad y juntos probarán todo tipo de trabajos juntos."
"Umamusume: Pretty Derby","Subtitulado","4.7",719,0,1,13,299,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Drama"",""Deportes""]","Toho","https://www.crunchyroll.com/es-es/series/GR79P2816/umamusume-pretty-derby","Special Week llega a Tokio para entrar a la Academia Tracen y convertirse en la mejor chica caballo de todo Japón, pero solo llegar conocer a la rápida y hermosa Suzuka, quien dejará marca en ella y deseará ser su compañera."
"Uta no Prince Sama","Subtitulado","4.5",316,0,1,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Drama"",""Musical"",""Romance""]","Showgate","https://www.crunchyroll.com/es-es/series/GYX0MQW3R/uta-no-prince-sama","Los seis miembros de STARISH, quienes hicieron su impresionante debut como idols y Haruka Nanami, quien empieza su carrera como compositora, han avanzado al curso especializado de la Academia Saotome. Mientras continúan sus lecciones con dedicación para aprender nuevas maneras de ser los mejores idols y compositores, se unen a la Agencia Shining y empiezan a trabajar como artistas. Pero antes de eso, algunos idols más experimentados y extraños idols extranjeros con peculiares hábitos se ponen en su camino y terminan metiéndose en una competencia por el misterioso ""Premio al Novato""."
"Mobile Suit Gundam Seed","Subtitulado","4.6",761,2,1,28,644,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Ciencia Ficción""]","Sunrise","https://www.crunchyroll.com/es-es/series/GYWEQQD2Y/mobile-suit-gundam-seed","Año 70 de la Era Cósmica. Debido a la tragedia del San Valentín Sangriento, la tensión entre la Tierra y PLANT rápidamente se convirtió en un conflicto armado. Se sabía que el ejército de la Tierra, que era mayor, vencería. Pero pronto, esas predicciones resultaron ser erróneas. La guerra inició hace casi once meses y no hay previsión de que acabe."
"The 8th son? Are you kidding me?","Sub | Dob","4.3",9000,15,1,12,276,23,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Aventura"",""Fantasia""]","Gree","https://www.crunchyroll.com/es-es/series/GYQW15Z9Y/the-8th-son-are-you-kidding-me","Shingo Ichinomiya es un joven de 25 años que trabaja como oficinista y que un día Shingo despierta en otro mundo, sin saber cómo, en el cuerpo de Wendelin von Benno Baumeister, el octavo hijo de una familia de nobles bastante pobre que posee territorio en la periferia. Por si la situación no fuera complicada ya de por sí, su nuevo yo tiene solo cinco años y ha heredado todos sus recuerdos, aunque también tiene un gran don para la magia. Dada las circunstancias en las que se encuentra, Shingo, ahora Wendelin, decide usar su talento mágico para ganarse la vida como aventurero."
"Don't Call Us A JUNK GAME!","Subtitulado","3.7",70,0,1,12,36,3,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia""]","Starry Cube","https://www.crunchyroll.com/es-es/series/GYPP7D7JY/dont-call-us-a-junk-game","Los personajes de un juego fracasado intentan por todos los medios conseguir que su juego sea un éxito dejando atrás sus papeles de NPC, ¡pero nada sale bien!"
"ID: INVADED","Sub | Dob","4.7",1000,1,1,13,312,24,"[""Japonés"",""English"",""Español (América Latina)"",""Português (Brasil)""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)"",""العربية""]","-","true","true","-","-","true","-","-","true","-","-","-","-","true","true","-","-","true","-","-","-","-","-","[""Ciencia Ficción"",""Thriller""]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/G79H230GE/id-invaded","Sakaido, el gran detective, despierta en un mundo extraño y fragmentado. ¿Podrán él y la organización policiaca conocida como Kura unir las piezas antes de que el asesino cobre otra víctima?"
"Basilisk : The Ouka Ninja Scrolls","Sub | Dob","3.5",626,2,1,24,552,23,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[]","Kodansha Ltd.","https://www.crunchyroll.com/es-es/series/G6NQ9PX36/basilisk--the-ouka-ninja-scrolls","La batalla por la sucesión que se extendió por tres generaciones de shoguns en el Periodo Keicho culminó en una cruenta batalla de artes ninja entre los clanes Kouga e Iga. Entre la lluvia de pétalos de cerezo que caía, un hombre y una mujer que habían decidido vivir juntos su vida, se separan de nuevo."
"Saki","Subtitulado","4.5",2000,0,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Drama"",""Deportes""]","TV TOKYO","https://www.crunchyroll.com/es-es/series/GRDQKN9DY/saki","Shizuno Takakamo y Ako Atarashi, dos chicas del Club de Mahjong de la Academia Femenina Achiga invitan a una nueva estudiante transferida desde Tokio, Nodoka, a jugar con ellas. Con Kuro Matsumi, una estudiante mayor que ellas, y Harue Akado, una estudiante universitaria que hace de su entrenadora, pasan juntas sus días aprendiendo nuevas técnicas de Mahjong. Pero cuando llega el momento de la graduación, Haru se marcha a un equipo profesional, Ako va a una escuela diferente y Nodoka vuelve a transferirse, separándose el grupo."
"Smile Down the Runway","Sub | Dob","4.7",489,0,1,12,288,24,"[""Japonés"",""English""]","[""English"",""Deutsch"",""Español (América Latina)"",""Français""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Drama"",""Shoujo""]","DMM Corporation","https://www.crunchyroll.com/es-es/series/G0XHWM4KQ/smile-down-the-runway","La estudiante de secundaria Chiyuki Fujito está decidida a convertirse en modelo de la Semana de la Moda en París a pesar de que le dicen que es imposible por su altura. Ella descubre que su compañero de clase, Ikuto Tsumura, es un diseñador talentoso y le pide que diseñe un traje para ella."
"MARSRED","Sub | Dob","4.2",688,0,1,13,299,23,"[""Japonés"",""English"",""Español (América Latina)"",""Português (Brasil)""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","-","true","true","-","-","true","-","-","true","-","-","-","-","true","true","-","-","true","-","-","-","-","-","[""Acción"",""Drama"",""Fantasia"",""Ciencia Ficción""]","Yomiuri Telecasting Corporation (YTV)","https://www.crunchyroll.com/es-es/series/GKEH2G472/mars-red","En el año 1923, la misteriosa fuente de sangre Ascra ha desatado una horda de vampiros en todo Japón. Para enfrentarlos, el gobierno crea la unidad especial Código Zero. Conformado por el vampiro de rango S Defrott y el novato Kurusu, este escuadrón de la muerte tiene un solo objetivo: cazar muertos vivientes."
"If My Favorite Pop Idol Made It to the Budokan, I Would Die","Sub | Dob","4.6",297,0,1,12,288,24,"[""Japonés"",""English""]","[""English"",""Deutsch"",""Español (América Latina)"",""Français""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[]","TBS","https://www.crunchyroll.com/es-es/series/GXJHM39E9/if-my-favorite-pop-idol-made-it-to-the-budokan-i-would-die",""
"CESTVS -The Roman Fighter-","Subtitulado","3.9",705,0,1,11,242,22,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Seinen""]","Fuji Creative Corporation","https://www.crunchyroll.com/es-es/series/GZJH3D732/cestvs--the-roman-fighter-","Cestvs participa en su primer combate en la escuela de esclavos gladiadores. Aunque se queda sorprendido al saber su primer oponente es su mejor amigo, gana el combate y su oponente es asesinado en el acto. Según Zafar, su instructor, los perdedores no tienen futuro. ""Si cada vez que gano, mi oponente muere, ¡soy prácticamente un asesino!"". Lleno de remordimientos, canaliza toda su ira en sus puños y Cesvus sobrevive contra todo oponente, así como a la sombra de Nerón, el quinto emperador del Imperio Romano. Sin tener otra alternativa para ganarse su libertad, ¿podrá Cestvs asegurar su futuro?"
"Kaze ga Tsuyoku Fuiteiru / Run with the Wind","Subtitulado","4.9",2000,6,1,23,506,22,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Drama"",""Shounen"",""Deportes""]","ntv","https://www.crunchyroll.com/es-es/series/G68DM2316/run-with-the-wind","Haiji lleva tiempo reclutando habitantes para el condominio en el que vive y su objetivo es conseguir que sean diez personas. Para ello no busca a personas cualesquiera, sino que busca a personas a las que les pueda gustar correr, porque tiene un sueño que quiere cumplir y el sitio en el que vive es más especial de lo que pueda parecer. ¿Objetivo? Correr el Hakone Ekiden."
"My Senpai Is Annoying","Sub | Dob","4.8",1000,0,1,12,276,23,"[""Japonés"",""English""]","[""English"",""Deutsch"",""Français""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Romance""]","King Record Company Limited","https://www.crunchyroll.com/es-es/series/GP5HJ815K/my-senpai-is-annoying",""
"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense","Subtitulado","4.8",18000,5,4,28,644,23,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Fantasia""]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/GKEH2G428/bofuri-i-dont-want-to-get-hurt-so-ill-max-out-my-defense","Maple quiere evitar lastimarse en su juego de VRMMO, por lo que pone todos sus puntos de habilidad en defensa hasta que ni siquiera podía moverse. ¿¿Funciona??"
"Afro Samurai","Doblajes","4.6",1000,0,0,0,0,0,"[""English""]","[]","-","-","true","-","-","-","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Acción"",""Seinen""]","GONZO","https://www.crunchyroll.com/es-es/series/G5PHNMW59/afro-samurai",""
"You Don't Know Gunma Yet","Subtitulado","3.6",88,0,1,12,36,3,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia"",""Thriller""]","Asahi Production","https://www.crunchyroll.com/es-es/series/GYG512QDY/you-dont-know-gunma-yet","Kamitsuki se muda a Gunma, una prefectura impopular en el centro de Japón. Durante el viaje, le da la noticia a su amigo Todoroki, quien le advierte que huya, pues nadie sale con vida de Gunma. ¿Sobrevivirá?"
